Date,Open,High,Low,Close,Adj Close,Volume
2013-06-07,732.130005,741.080017,732.130005,740.599976,740.599976,3371990000
2013-06-10,741.119995,743.530029,739.380005,740.849976,740.849976,2978730000
2013-06-11,739.429993,739.520020,732.219971,733.369995,733.369995,3435710000
2013-06-12,734.710022,738.719971,726.840027,727.710022,727.710022,3202550000
2013-06-13,727.580017,738.590027,725.250000,737.250000,737.250000,3378620000
2013-06-14,736.830017,738.739990,731.190002,732.099976,732.099976,2939400000
2013-06-17,733.380005,741.349976,733.380005,737.599976,737.599976,3137080000
2013-06-18,737.830017,744.280029,737.830017,743.119995,743.119995,3120980000
2013-06-19,743.130005,743.840027,733.489990,733.489990,733.489990,3545060000
2013-06-20,732.020020,732.020020,713.950012,715.690002,715.690002,4858850000
2013-06-21,715.599976,720.530029,711.559998,717.580017,717.580017,5797280000
2013-06-24,716.059998,716.059998,703.390015,708.770020,708.770020,4733660000
2013-06-25,710.500000,717.289978,710.250000,714.450012,714.450012,3761170000
2013-06-26,716.150024,722.640015,716.150024,721.039978,721.039978,3558340000
2013-06-27,722.020020,728.280029,722.020020,724.520020,724.520020,3364540000
2013-06-28,723.599976,725.140015,718.750000,720.619995,720.619995,4977190000
2013-07-01,721.929993,729.969971,721.929993,724.359985,724.359985,3104690000
2013-07-02,724.239990,729.250000,721.099976,724.570007,724.570007,3317130000
2013-07-03,724.020020,727.090027,720.520020,725.419983,725.419983,1966050000
2013-07-05,726.359985,732.979980,725.510010,732.909973,732.909973,2634140000
2013-07-08,733.530029,738.690002,733.530029,737.010010,737.010010,3514590000
2013-07-09,737.770020,743.059998,737.770020,742.130005,742.130005,3155360000
2013-07-10,741.830017,744.440002,739.909973,741.570007,741.570007,3011010000
2013-07-11,743.070007,752.119995,743.070007,751.150024,751.150024,3446340000
2013-07-12,751.190002,752.940002,749.400024,752.940002,752.940002,3039070000
2013-07-15,752.530029,755.020020,751.900024,754.010010,754.010010,2623200000
2013-07-16,753.989990,754.489990,750.190002,752.070007,752.070007,3081710000
2013-07-17,752.440002,755.849976,752.440002,754.080017,754.080017,3153440000
2013-07-18,753.739990,759.229980,753.739990,757.000000,757.000000,3452370000
2013-07-19,754.820007,757.520020,754.250000,757.510010,757.510010,3302580000
2013-07-22,758.390015,760.239990,756.950012,759.380005,759.380005,2779130000
2013-07-23,759.679993,761.049988,758.070007,758.650024,758.650024,3096180000
2013-07-24,761.330017,762.049988,755.919983,757.419983,757.419983,3336120000
2013-07-25,757.080017,758.349976,753.700012,758.000000,758.000000,3322500000
2013-07-26,757.469971,759.260010,752.070007,759.159973,759.159973,2762770000
2013-07-29,758.880005,758.880005,755.150024,756.599976,756.599976,2840520000
2013-07-30,757.530029,760.280029,755.010010,756.309998,756.309998,3320530000
2013-07-31,756.960022,761.219971,754.979980,755.229980,755.229980,3847390000
2013-08-01,756.570007,764.080017,756.570007,763.739990,763.739990,3775170000
2013-08-02,763.609985,765.700012,761.010010,765.700012,765.700012,3136630000
2013-08-05,765.200012,765.359985,762.729980,764.299988,764.299988,2529300000
2013-08-06,763.919983,763.919983,758.190002,760.049988,760.049988,3141210000
2013-08-07,759.580017,759.580017,754.729980,757.840027,757.840027,3010230000
2013-08-08,758.590027,761.690002,755.979980,760.140015,760.140015,3271660000
2013-08-09,759.450012,760.489990,753.809998,756.270020,756.270020,2957670000
2013-08-12,755.380005,756.770020,753.000000,756.080017,756.080017,2789160000
2013-08-13,756.510010,759.760010,753.250000,758.619995,758.619995,3035560000
2013-08-14,758.849976,759.780029,754.460022,754.940002,754.940002,2871430000
2013-08-15,752.109985,752.109985,743.260010,744.570007,744.570007,3426690000
2013-08-16,744.679993,745.789978,740.760010,742.380005,742.380005,3211450000
2013-08-19,742.460022,744.119995,738.570007,738.700012,738.700012,2904530000
2013-08-20,739.000000,742.900024,738.229980,739.590027,739.590027,2994090000
2013-08-21,739.210022,741.840027,734.059998,735.429993,735.429993,2932180000
2013-08-22,736.460022,741.770020,736.460022,740.669983,740.669983,2537460000
2013-08-23,742.450012,744.650024,740.299988,744.039978,744.039978,2582670000
2013-08-26,744.469971,746.700012,740.719971,740.929993,740.929993,2430670000
2013-08-27,739.809998,739.809998,729.000000,729.710022,729.710022,3219190000
2013-08-28,729.559998,734.989990,728.770020,732.020020,732.020020,2784010000
2013-08-29,731.669983,737.280029,730.679993,732.960022,732.960022,2527550000
2013-08-30,733.109985,733.719971,728.630005,730.919983,730.919983,2734300000
2013-09-03,731.539978,738.190002,730.799988,733.309998,733.309998,3731610000
2013-09-04,734.070007,740.349976,732.719971,738.869995,738.869995,3312150000
2013-09-05,739.090027,741.479980,739.049988,739.809998,739.809998,2957110000
2013-09-06,740.690002,743.770020,733.059998,739.530029,739.530029,3123880000
2013-09-09,740.200012,746.840027,740.200012,746.510010,746.510010,3102780000
2013-09-10,747.239990,752.210022,747.239990,752.119995,752.119995,3691800000
2013-09-11,750.030029,754.130005,749.719971,754.130005,754.130005,3135460000
2013-09-12,754.330017,754.659973,751.489990,752.190002,752.190002,3106290000
2013-09-13,752.909973,754.820007,751.909973,754.070007,754.070007,2736500000
2013-09-16,755.010010,760.849976,755.010010,757.640015,757.640015,3079800000
2013-09-17,757.549988,761.489990,757.549988,760.880005,760.880005,2774240000
2013-09-18,761.469971,772.020020,759.340027,769.979980,769.979980,3989760000
2013-09-19,770.760010,771.650024,767.719971,768.719971,768.719971,3740130000
2013-09-20,768.619995,769.989990,762.859985,763.229980,763.229980,5074030000
2013-09-23,764.859985,764.859985,758.179993,760.059998,760.059998,3126950000
2013-09-24,760.390015,761.710022,756.359985,756.880005,756.880005,3268930000
2013-09-25,757.020020,758.320007,753.830017,754.330017,754.330017,3148730000
2013-09-26,754.669983,759.419983,754.250000,756.659973,756.659973,2813930000
2013-09-27,755.599976,755.599976,751.380005,753.510010,753.510010,2951700000
2013-09-30,752.049988,752.049988,745.859985,748.119995,748.119995,3308630000
2013-10-01,748.510010,754.580017,748.400024,753.799988,753.799988,3238690000
2013-10-02,752.869995,753.130005,747.289978,753.130005,753.130005,3148600000
2013-10-03,752.840027,752.840027,743.299988,746.570007,746.570007,3279650000
2013-10-04,746.489990,751.280029,745.760010,750.809998,750.809998,2880270000
2013-10-07,749.919983,749.919983,743.969971,744.820007,744.820007,2678490000
2013-10-08,744.969971,744.969971,736.080017,736.270020,736.270020,3569230000
2013-10-09,736.880005,740.099976,733.049988,737.289978,737.289978,3577840000
2013-10-10,739.150024,753.020020,739.150024,753.020020,753.020020,3362300000
2013-10-11,752.559998,757.729980,751.359985,757.729980,757.729980,2944670000
2013-10-14,756.690002,761.690002,753.020020,761.239990,761.239990,2580580000
2013-10-15,761.219971,762.359985,755.619995,756.369995,756.369995,3327740000
2013-10-16,756.900024,766.820007,756.900024,766.599976,766.599976,3486180000
2013-10-17,766.210022,770.539978,762.880005,770.460022,770.460022,3453590000
2013-10-18,770.789978,776.630005,770.789978,776.210022,776.210022,3664890000
2013-10-21,776.469971,778.239990,774.840027,776.330017,776.330017,3052710000
2013-10-22,776.619995,782.380005,776.619995,780.320007,780.320007,3850840000
2013-10-23,779.690002,779.690002,774.549988,777.080017,777.080017,3713380000
2013-10-24,777.489990,781.090027,777.099976,779.950012,779.950012,3671700000
2013-10-25,782.500000,783.640015,780.489990,783.330017,783.330017,3175720000
2013-10-28,783.229980,786.640015,782.840027,785.270020,785.270020,3282300000
2013-10-29,785.469971,789.760010,785.469971,789.609985,789.609985,3358460000
2013-10-30,789.710022,791.520020,784.340027,786.859985,786.859985,3523040000
2013-10-31,786.739990,789.049988,783.390015,783.390015,783.390015,3826530000
2013-11-01,784.330017,787.479980,781.989990,785.609985,785.609985,3686290000
2013-11-04,786.159973,788.179993,785.010010,787.619995,787.619995,3194870000
2013-11-05,786.700012,787.500000,782.820007,785.690002,785.690002,3516680000
2013-11-06,786.530029,790.809998,786.530029,790.270020,790.270020,3322100000
2013-11-07,790.099976,792.049988,780.309998,780.700012,780.700012,4143200000
2013-11-08,781.280029,791.109985,781.049988,791.030029,791.030029,3837170000
2013-11-11,790.700012,791.969971,789.650024,791.270020,791.270020,2534060000
2013-11-12,790.309998,791.679993,787.340027,789.450012,789.450012,3221030000
2013-11-13,788.390015,795.599976,786.010010,795.599976,795.599976,3327480000
2013-11-14,795.869995,799.049988,794.210022,798.690002,798.690002,3139060000
2013-11-15,798.570007,802.130005,798.570007,802.099976,802.099976,3254820000
2013-11-18,802.289978,804.280029,798.559998,800.150024,800.150024,3168520000
2013-11-19,799.830017,802.210022,797.960022,799.340027,799.340027,3224450000
2013-11-20,799.909973,802.289978,794.210022,796.080017,796.080017,3109140000
2013-11-21,796.890015,802.400024,796.890015,801.820007,801.820007,3256630000
2013-11-22,802.059998,804.989990,801.010010,804.950012,804.950012,3055140000
2013-11-25,805.400024,806.609985,803.429993,804.219971,804.219971,2998540000
2013-11-26,804.390015,806.809998,803.419983,804.119995,804.119995,3427120000
2013-11-27,804.349976,806.969971,804.280029,806.219971,806.219971,2613590000
2013-11-29,806.849976,809.859985,805.549988,806.359985,806.359985,1598300000
2013-12-02,806.869995,807.890015,802.539978,803.619995,803.619995,3095430000
2013-12-03,803.929993,803.929993,798.130005,801.669983,801.669983,3475680000
2013-12-04,800.450012,803.909973,795.419983,801.070007,801.070007,3610540000
2013-12-05,801.409973,801.409973,796.320007,797.159973,797.159973,3336880000
2013-12-06,797.770020,806.210022,797.770020,805.750000,805.750000,3150030000
2013-12-09,805.989990,808.770020,805.989990,807.359985,807.359985,3129500000
2013-12-10,807.130005,807.130005,803.679993,804.150024,804.150024,3117150000
2013-12-11,804.179993,804.729980,795.229980,796.280029,796.280029,3472240000
2013-12-12,796.210022,796.500000,790.820007,792.320007,792.320007,3306640000
2013-12-13,793.070007,793.820007,790.349976,791.559998,791.559998,3061070000
2013-12-16,792.049988,799.419983,792.049988,796.530029,796.530029,3209890000
2013-12-17,796.570007,796.710022,792.219971,793.419983,793.419983,3270030000
2013-12-18,793.460022,807.380005,788.080017,807.109985,807.109985,4327770000
2013-12-19,806.599976,807.469971,803.260010,806.940002,806.940002,3497210000
2013-12-20,807.219971,812.580017,807.210022,809.739990,809.739990,5097700000
2013-12-23,811.919983,815.390015,811.919983,814.520020,814.520020,2851540000
2013-12-24,814.619995,816.789978,814.619995,816.789978,816.789978,1307630000
2013-12-26,817.429993,821.760010,817.429993,821.429993,821.429993,1982270000
2013-12-27,821.750000,822.950012,820.419983,821.250000,821.250000,2052920000
2013-12-30,821.159973,821.520020,819.460022,820.409973,820.409973,2293860000
2013-12-31,820.969971,824.210022,820.750000,823.809998,823.809998,2312840000
2014-01-02,822.820007,822.820007,815.419983,817.049988,817.049988,3080600000
2014-01-03,817.679993,819.659973,815.559998,816.469971,816.469971,2774270000
2014-01-06,816.580017,819.119995,813.330017,815.080017,815.080017,3294850000
2014-01-07,815.760010,820.830017,815.760010,819.630005,819.630005,3511750000
2014-01-08,819.429993,819.659973,815.590027,818.109985,818.109985,3652140000
2014-01-09,818.580017,820.260010,814.210022,817.489990,817.489990,3581150000
2014-01-10,818.140015,819.570007,813.750000,817.950012,817.950012,3335710000
2014-01-13,817.619995,818.789978,807.320007,808.929993,808.929993,3591350000
2014-01-14,809.729980,816.880005,809.640015,816.780029,816.780029,3353270000
2014-01-15,817.719971,823.619995,817.719971,822.500000,822.500000,3777800000
2014-01-16,822.469971,822.469971,818.919983,821.299988,821.299988,3491310000
2014-01-17,820.330017,820.719971,815.630005,817.330017,817.330017,3626120000
2014-01-21,818.010010,821.510010,813.549988,818.820007,818.820007,3782470000
2014-01-22,818.950012,819.849976,817.219971,818.460022,818.460022,3374170000
2014-01-23,817.780029,817.780029,808.140015,812.130005,812.130005,3972250000
2014-01-24,812.250000,812.250000,796.280029,796.280029,796.280029,4638450000
2014-01-27,796.669983,798.580017,789.010010,792.510010,792.510010,4045200000
2014-01-28,793.179993,796.349976,790.599976,795.500000,795.500000,3437830000
2014-01-29,794.909973,794.909973,785.039978,786.900024,786.900024,3964020000
2014-01-30,787.869995,797.440002,787.869995,795.190002,795.190002,3547510000
2014-01-31,794.809998,794.809998,785.140015,789.700012,789.700012,4059690000
2014-02-03,789.830017,791.090027,771.260010,772.289978,772.289978,4726040000
2014-02-04,773.000000,779.210022,773.000000,777.409973,777.409973,4068410000
2014-02-05,776.960022,778.119995,770.880005,776.020020,776.020020,3984290000
2014-02-06,776.450012,785.489990,776.450012,785.210022,785.210022,3825410000
2014-02-07,785.960022,795.669983,785.960022,795.289978,795.289978,3775990000
2014-02-10,794.919983,796.320007,793.219971,796.320007,796.320007,3312160000
2014-02-11,796.679993,807.409973,796.619995,805.739990,805.739990,3699380000
2014-02-12,805.690002,808.099976,803.119995,804.820007,804.820007,3326380000
2014-02-13,802.760010,808.479980,799.979980,808.390015,808.390015,3289510000
2014-02-14,807.739990,814.210022,806.549988,812.570007,812.570007,3114750000
2014-02-18,812.690002,813.280029,809.940002,811.780029,811.780029,3421110000
2014-02-19,811.169983,814.200012,805.159973,805.880005,805.880005,3661570000
2014-02-20,805.919983,811.340027,803.820007,809.880005,809.880005,3404980000
2014-02-21,810.559998,812.479980,807.059998,807.330017,807.330017,3403880000
2014-02-24,807.320007,816.929993,807.320007,812.340027,812.340027,4014530000
2014-02-25,812.419983,814.299988,809.109985,810.799988,810.799988,3515560000
2014-02-26,811.210022,813.849976,808.739990,811.010010,811.010010,3716730000
2014-02-27,810.869995,815.690002,809.039978,815.659973,815.659973,3547460000
2014-02-28,815.880005,822.140015,812.929993,818.239990,818.239990,3917450000
2014-03-03,817.750000,817.750000,806.919983,811.750000,811.750000,3428220000
2014-03-04,813.440002,825.250000,813.440002,824.140015,824.140015,3765770000
2014-03-05,824.270020,826.000000,823.239990,824.630005,824.630005,3392990000
2014-03-06,824.849976,828.159973,824.849976,826.140015,826.140015,3360450000
2014-03-07,826.750000,829.330017,823.659973,826.700012,826.700012,3564740000
2014-03-10,826.659973,827.460022,822.400024,827.099976,827.099976,3021350000
2014-03-11,827.700012,829.000000,821.239990,822.809998,822.809998,3392400000
2014-03-12,822.309998,823.380005,817.369995,822.880005,822.880005,3270860000
2014-03-13,823.210022,825.929993,811.500000,813.409973,813.409973,3670990000
2014-03-14,812.710022,815.609985,809.260010,809.950012,809.950012,3285460000
2014-03-17,810.609985,819.570007,810.609985,818.330017,818.330017,2860490000
2014-03-18,818.280029,825.330017,818.280029,824.659973,824.659973,2930190000
2014-03-19,824.599976,825.820007,815.380005,820.000000,820.000000,3289210000
2014-03-20,819.789978,826.359985,817.659973,825.530029,825.530029,3327540000
2014-03-21,826.489990,831.580017,821.979980,823.690002,823.690002,5270710000
2014-03-24,824.239990,826.500000,817.640015,821.349976,821.349976,3409000000
2014-03-25,822.280029,827.710022,821.500000,826.140015,826.140015,3200560000
2014-03-26,826.679993,830.789978,820.739990,820.739990,820.739990,3480850000
2014-03-27,820.619995,822.130005,816.299988,819.429993,819.429993,3733430000
2014-03-28,819.940002,826.510010,819.929993,822.400024,822.400024,2955520000
2014-03-31,823.210022,830.090027,823.210022,828.229980,828.229980,3274300000
2014-04-01,828.780029,833.469971,828.780029,833.140015,833.140015,3336190000
2014-04-02,833.690002,836.109985,832.150024,835.080017,835.080017,3131660000
2014-04-03,835.330017,836.219971,832.020020,834.570007,834.570007,3055600000
2014-04-04,835.219971,838.469971,823.890015,824.580017,824.580017,3583750000
2014-04-07,823.909973,824.440002,816.150024,817.299988,817.299988,3801540000
2014-04-08,817.570007,821.130005,814.349976,819.729980,819.729980,3721450000
2014-04-09,820.119995,828.690002,819.650024,828.580017,828.580017,3308650000
2014-04-10,828.609985,828.799988,810.909973,811.809998,811.809998,3758780000
2014-04-11,810.750000,813.150024,804.739990,804.900024,804.900024,3743460000
2014-04-14,805.900024,812.890015,804.929993,811.400024,811.400024,3111540000
2014-04-15,811.820007,817.330017,805.520020,816.849976,816.849976,3736440000
2014-04-16,817.789978,824.659973,817.789978,824.650024,824.650024,3155080000
2014-04-17,824.299988,828.099976,821.989990,825.679993,825.679993,3341430000
2014-04-21,826.010010,829.150024,825.429993,829.150024,829.150024,2642500000
2014-04-22,829.429993,834.349976,828.950012,831.789978,831.789978,3215440000
2014-04-23,831.700012,831.700012,828.849976,829.559998,829.559998,3085720000
2014-04-24,833.729980,833.919983,827.659973,831.599976,831.599976,3191830000
2014-04-25,831.400024,831.400024,823.929993,825.559998,825.559998,3213020000
2014-04-28,826.380005,832.520020,822.010010,830.260010,830.260010,4034680000
2014-04-29,830.840027,835.409973,830.840027,834.320007,834.320007,3647820000
2014-04-30,833.909973,836.789978,831.599976,836.080017,836.080017,3779230000
2014-05-01,836.409973,837.320007,833.609985,835.409973,835.409973,3416740000
2014-05-02,836.219971,838.210022,832.419983,833.859985,833.859985,3159560000
2014-05-05,833.169983,835.489990,827.710022,835.150024,835.150024,2733730000
2014-05-06,834.710022,834.710022,827.059998,827.059998,827.059998,3327260000
2014-05-07,827.609985,832.309998,824.239990,832.000000,832.000000,3632950000
2014-05-08,831.859985,836.570007,829.159973,831.590027,831.590027,3393420000
2014-05-09,831.380005,833.210022,828.020020,832.960022,832.960022,3025020000
2014-05-12,833.669983,840.229980,833.669983,839.969971,839.969971,3005740000
2014-05-13,839.960022,842.200012,839.780029,841.059998,841.059998,2915680000
2014-05-14,840.969971,840.969971,836.020020,837.330017,837.330017,2822060000
2014-05-15,837.239990,837.580017,826.669983,829.380005,829.380005,3552640000
2014-05-16,829.469971,832.539978,827.109985,832.320007,832.320007,3173650000
2014-05-19,832.000000,836.070007,829.880005,835.650024,835.650024,2664250000
2014-05-20,835.690002,835.690002,828.940002,830.880005,830.880005,3007700000
2014-05-21,830.909973,838.359985,830.909973,838.010010,838.010010,2777140000
2014-05-22,838.070007,841.090027,836.520020,839.409973,839.409973,2759800000
2014-05-23,839.750000,842.909973,839.750000,842.590027,842.590027,2396280000
2014-05-27,843.070007,847.549988,843.070007,847.380005,847.380005,2911020000
2014-05-28,847.250000,848.770020,845.760010,846.349976,846.349976,2976450000
2014-05-29,846.570007,850.900024,846.570007,850.890015,850.890015,2709050000
2014-05-30,851.119995,852.849976,849.109985,852.690002,852.690002,3263490000
2014-06-02,852.679993,853.000000,849.210022,852.380005,852.380005,2509020000
2014-06-03,851.599976,852.320007,849.650024,851.859985,851.859985,2867180000
